feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
-2.935915794353532,-3.355193128816909,-3.066443772586052,-1.877442885236109,-0.970755660874487,-0.9731153602213203,1
0.41457692757016495,-0.7470228418079292,-1.6228854468031182,-1.2500684892063942,-1.5319318404419349,-0.5030805391046554,1
-0.3669749683763044,-0.7906154530807548,-1.699050009554143,-0.2821000200372859,1.269765697155124,2.0236005675424753,2
1.6943542700885788,-0.8982851954129516,-2.24333826948097,0.6982208361354789,1.1404385085101278,0.7505361154353056,2
-1.2309946590208884,-1.6003858864641616,-2.8469190386181715,0.5770258266684529,-0.1225120368907926,0.34981234254886373,1
0.4807171384365365,-0.2395371859046509,-2.5642530884143087,-0.32275102611843537,0.6309317310212964,0.43483122076684505,2
-1.737769382849371,-0.6586574029460296,3.095724792164444,-1.2801253069331895,-2.533758459124325,-0.3665010555121015,0
0.646342290261706,-0.01944636522273735,-0.695736722848592,-0.6927314644886842,2.392482476937454,0.9167449190592203,1
-0.47674430660380496,-1.9235938380642084,-0.7925320439819392,1.556049439477057,2.653521137296649,0.4486897683389067,1
-0.626000362903185,0.36951543749698756,-0.5439970066104748,2.0258070919112505,2.1336289555024734,-0.37732151011826054,2
0.47215181963332586,-0.8688375675586361,-0.6978578756867188,0.7176907414394635,1.2781515480303212,0.24324456985562717,2
-0.08138135186539208,-0.8079123676386136,-2.0248050745135275,-2.5297162106054607,0.07102812170391537,-0.41500158233511925,1
2.1101441057128296,-0.8763394139618291,1.319340495611954,-1.217396118989266,1.5213223770114428,-0.07609676861195927,2
-0.017491605939582988,-0.6178745079250528,-1.4288383611663733,-0.35794383140131436,-0.2608324581472017,1.4690233975407674,1
-2.6082028946352787,-1.6705027392078002,-1.2172735202857474,-1.760578594241603,1.8147407524770336,1.3693876725962943,1
-0.8254682789632024,-2.2279831896495574,-3.3474158955824023,0.3056292304581544,-0.40984449029511527,0.3157358988773569,1
-1.3932205904922692,-2.2607930627623096,-1.8437364824646574,-0.29071074335321945,0.2057812099341645,0.2827886964836766,2
1.545117886976577,-0.3358714394436655,-1.605380662807409,0.6933246903326009,0.9142731383955922,-0.7773900758589046,2
-1.5000989605903334,-2.4217891279603476,-0.21431983998700654,-0.4735712337713081,-2.5964868804451395,0.9262443215248913,0
1.4354545357322648,0.06770069456393468,-1.4171562636991264,-0.09938033012642304,-1.1139917640161263,1.0641141833347134,1
1.630808815291854,-2.7987652042927724,-0.6968851842457068,1.0769228252928504,1.3728715558887838,0.06681488317740555,2
-0.5388459361761075,-0.6626273983126086,-1.740902417627703,-1.524415338120977,0.18274370236153004,0.2638517010739347,1
-1.5877522735878573,-0.64500560629532,-0.5960741557711953,-0.33960163448836717,1.5403873651283342,-1.3760422637893543,1
-0.5893774476666862,-0.19739079581674934,-1.098595621181094,-0.378295274261212,-1.8421400684285185,-0.3548073501842204,0
-3.104223587533991,-2.313365756769874,-0.9450937991454768,1.455060582481769,0.29510593544654673,-0.9049146520560105,1
2.86421612815893,-1.1420264001165867,-1.6389002342719272,-0.22306703548074155,0.9414448976513262,0.3224669010017471,2
-0.09225066664168524,-0.7126092503960845,-3.052772146144041,-1.593717015351033,-3.3250050035372998,0.18780254789108838,0
-2.124993159374053,-0.03842333432508771,-0.9594939493897636,-0.044954586772383044,-0.28906359283068883,0.354617568017944,1
-0.29749571101210126,0.5185383121868306,-1.4658444682308402,0.6563574506292909,1.1145577717205462,-0.32483237366931933,2
-1.6041964979404455,-1.9441318743240317,-0.4224641330431337,-0.7528447693857241,1.7406256904664958,0.9775680321615458,1
-0.36338159557751104,1.0299776071598017,0.3094623063804953,0.23320596398520743,-3.3087137048016717,1.3669904326788433,0
-1.426988897102521,-0.6320477772518797,1.2470108961237907,0.630815849144619,-1.1368677911407499,1.2706995850921912,0
0.2273129145022087,-1.8475599639349496,0.5798802941080479,1.3446761201021329,1.199059817716296,0.04293224521441284,2
-1.6497541955345354,-1.5520569972662388,0.19825752739064217,-1.2780584791178016,0.3608052088908855,-0.7285450223200068,0
0.4929227364001467,-1.8391747669441532,-3.7880824833591005,-0.1309492221844728,-0.5467108710268718,-0.41105779186704344,2
-0.9275893222883786,-0.42977881291637654,-0.29203879265312416,-0.18319134571712223,-1.442863274806379,0.4261195264046615,0
3.7382721314642495,-1.1923031554684893,-1.0838715732191528,0.2669869855276509,1.1349774746152173,-1.28976558176506,2
0.01621290940278297,-0.9434486727715795,-3.07810649134005,1.661441013728396,0.33411818591108744,1.3493250629458442,2
0.9305546988447732,-0.4289065275724978,-1.3544500335573249,-1.0058126703621093,0.8747488897756657,1.636825690112449,2
1.361126345657357,-1.2887840377093123,-1.377182506809062,-0.2622960121898327,0.7050784363170823,0.20526689360108463,2
-2.073729951197161,-1.7993061088378963,-0.9858758283758999,0.9577897351368669,2.0033471143766377,0.8560592234970398,1
0.752965551096699,-0.014537349456517523,0.3842770835763494,2.035032701365911,1.8667780925274529,1.5609497990990675,2
